Frodo: 1171
Treebeard, Merry: 1
Gimli. It: 1
Mines. They: 1
Nine. But: 1
Elves. While: 1
Orophin: 1
Disappearance: 1
Yellow. Face: 1
Oakenshield. You: 1
Rivendell. But: 1
Rock. As: 1
Balin! He: 1
Caras: 1
Barrowfield: 1
Sam? Yes: 1
Seven Gates: 1
Command. That: 1
Ancient Tongue: 1
Robin Smallburrow: 1
Hammer: 1
West. Seeing: 1
Sight. In: 1
Shadowy: 1
Great. We: 1
Tighfield: 1
Gandalf. Even: 1
Setting Sun: 1
Gebir. But: 1
Mirkwood. His: 1
Return Journey: 1
Sun. One: 1
Ethir Anduin: 1
Unexpected Journey: 1
Evening: 1
Baggins. The: 1
Strider. Goes: 1
Denethor. It: 1
Merry. Wild: 1
Gandalf. Candles: 1
Bonfire Glade: 1
Stairs. And: 1
Northern Mirkwood: 1
Underhill. Mind: 1
Denethor. Yet: 1
Angrenost: 1
Cottons. They: 1
Rangers. At: 1
Withywindle. Old: 1
Death: 1
Edrello Endorenna: 1
Jowyn Lady: 1
Power? He: 1
Bold? For: 1
Glittering: 1
Steward. Not: 1
Watch. These: 1
Choose: 1
Fladrif: 1
Saruman. Many: 1
Strong, Hero: 1
Saruman? With: 1
West. In: 1
Elves. The: 1
Stonehouse: 1
Magnificent: 1
Her. Nar: 1
Twelfth Steward: 1
Saruman. The: 1
Mordor. Some: 1
Ring. That: 1
West. It: 1
Min: 1
Moon! Dark: 1
Ring. Was: 1
Anurien. And: 1
High Sea: 1
Saruman! It: 1
City Gate: 1
Simple! Radagast: 1
Bane. Forgive: 1
Elves. We: 1
Midsummer. As: 1
West! Stand: 1
Frodo. We: 1
Northern Lands: 1
East. Then: 1
Lockholes. The: 1
Gamgee! So: 1
East. Again: 1
Arvernien: 1
Ferry. That: 1
East. They: 1
Lurien! Galadriel: 1
Narchost: 1
Morthond. The: 1
Carn Dym: 1
Oldbucks: 1
Rohan. At: 1
Lands: 1
Great Shelf: 1
Rivendell. Frodo: 1
Moria. Your: 1
Eye. Verily: 1
Caradhras. Its: 1
Blue. There: 1
Sauron. But: 1
Gardens: 1
Reckoning: 1
Bearer? How: 1
Boromir! Now: 1
Elrond. Sometimes: 1
Ring. Neither: 1
Boromir! The: 1
Downs. Nothing: 1
Jomund, Third: 1
Huggins: 1
Elentbri: 1
Job: 1
Mountain. The: 1
Pillars: 1
Took. Far: 1
Isengard, Gandalf: 1
Stairs. Double: 1
Nazgyl. And: 1
Entwash. We: 1
Boss. And: 1
Fords. Legolas: 1
Dark Door: 1
Inside. It: 1
Bumpkin: 1
Halflings. But: 1
Dark Country: 1
Fangorn. That: 1
Swarthy: 1
Saruman. Evidently: 1
Osgiliath. Will: 1
Gaffer. He: 1
Shadowfax. In: 1
Sunset, Henneth: 1
Cruel: 1
Malbeth: 1
Fangorn. There: 1
Entmaiden: 1
Eye. But: 1
Gates. This: 1
Battle Pit: 1
Lurien. He: 1
Stoors. Even: 1
East. Night: 1
Ferry. The: 1
Eastlands: 1
Goldenhaired: 1
Bilbo. And: 1
Lady. All: 1
Pippin. His: 1
Three. What: 1
Dernhelm. But: 1
Free Peoples: 1
Merry. Sam: 1
White Horse: 1
Harlond. There: 1
Baggins. Nob: 1
Dead Faces: 1
Gondor. There: 1
Fire. Out: 1
North. You: 1
Guard. And: 1
Lord Smaug: 1
Aragorn. In: 1
Bucklebury? And: 1
Andros. The: 1
Downs. But: 1
Jomer. Do: 1
Thjoden. Even: 1
Mines. How: 1
Captains Meriadoc: 1
Mountain. How: 1
Edoras. And: 1
Houses Faramir: 1
Firefoot: 1
Gollum. His: 1
Impenetrable. What: 1
Tumladen: 1
Isildur! Your: 1
Entwood. There: 1
Sam! It: 1
Hill. For: 1
Birthday Party: 1
Tirith. First: 1
Snow: 1
Elvish, Entish: 1
Northern World: 1
Guldur. Those: 1
Shadowfax. He: 1
Hither Shores: 1
Otherworld: 1
Ruler: 1
Trees: 1
Stonebows: 1
Gondor. Sharpen: 1
Wight! Vanish: 1
Middle Peoples: 1
Thjoden. And: 1
Elves, Dwarves: 1
South Incbnus: 1
Queen Ber: 1
Jomer? Tell: 1
Riders. Is: 1
Doom? For: 1
Mithrandir. Do: 1
Halflings! Praise: 1
Riders. It: 1
Seven Stars: 1
Shore: 1
Hoarwell. In: 1
Gollums: 1
Morthond Vale: 1
Mark! How: 1
Breeland: 1
Rohan. When: 1
Thorin! Part: 1
Sam. Behind: 1
Spear: 1
Bard. The: 1
Treebeard. Then: 1
Men! But: 1
Baldor. But: 1
Old Guesthouse: 1
Mountain. Looking: 1
Entish! But: 1
Scary: 1
Sam. Even: 1
Under Hill: 1
Gollum. Gollum: 1
Mountain. He: 1
Saruman. There: 1
Master Pippin: 1
Burrowses: 1
Big: 1
Flui: 1
Grnma. Grnma: 1
Saruman. So: 1
Elder King: 1
Woodmen: 1
Excitement: 1
Tookland. No: 1
Three Kindreds: 1
Dain. Not: 1
Shriekers: 1
Shelob. She: 1
Ford. On: 1
High. We: 1
Treebeard. As: 1
Udyn. Some: 1
Entwood: 1
Pelennor. Courage: 1
Gorgoroth. And: 1
Hills: 1
River. Here: 1
Hobbiton. So: 1
Entwives. Come: 1
River Bruinen: 1
Lieutenant: 1
Legolas. His: 1
Master Gimli: 1
White. Gandalf: 1
Irensaga: 1
Fourth Age: 1
Morannon. They: 1
Dnnen. And: 1
Lothlurien. There: 1
Elves. Indeed: 1
Bardings: 1
Mirkwood. That: 1
Silver Crown: 1
Tower. They: 1
Master Wormtongue: 1
Records: 1
Bree. It: 1
Queen. And: 1
Isengard. We: 1
Angle: 1
Nazgyl. To: 1
Lay: 1
Merry. Merry: 1
Lithe: 1
Great Wars: 1
Warrior: 1
North. Only: 1
Gandalf He: 1
Mark. Hark: 1
Wormtongue. It: 1
Wormtongue. In: 1
Balin Lord: 1
Periain: 1
Sam! Then: 1
Drogo. Few: 1
Aragorn, Gimli: 1
King. None: 1
Jowyn. They: 1
Edoras. He: 1
November: 1
Healer: 1
Bilbo? He: 1
Rivendell. When: 1
Isengard. In: 1
